t_ms	type	attacker	attacker_team	victim	victim_team	weapon	cause	amount	victim_health	ax	az	vx	vz	dist
59827	damage	bot-798	alpha	bot-822	bravo	cz_805_bren	bullet	24.00	0.17	-145.76	18.43	-144.34	-30.24	48.70
61309	damage	bot-651	alpha	bot-816	bravo	five_seven	bullet	20.00	68.26	-134.31	-25.42	-145.17	-29.79	11.71
61854	damage	bot-761	bravo	bot-817	alpha	cz_805_bren	bullet	24.00	76.00	-1.11	-2.32	-28.71	-16.31	30.94
61980	damage	bot-651	alpha	bot-816	bravo	five_seven	bullet	20.00	48.26	-134.33	-25.39	-147.06	-30.30	13.64
62233	damage	bot-817	alpha	bot-767	bravo	cz_805_bren	bullet	24.00	54.04	-28.73	-16.35	0.21	-1.60	32.48
62866	damage	bot-798	alpha	bot-810	bravo	cz_805_bren	bullet	24.00	49.30	-145.85	18.38	-146.58	-30.05	48.44
62994	damage	bot-783	bravo	bot-817	alpha	cz_805_bren	bullet	24.00	52.00	2.41	-0.10	-28.75	-16.41	35.17
63040	damage	bot-798	alpha	bot-810	bravo	cz_805_bren	bullet	24.00	25.30	-145.85	18.38	-146.60	-30.31	48.70
63196	damage	bot-798	alpha	bot-810	bravo	cz_805_bren	bullet	24.00	1.30	-145.85	18.38	-146.63	-30.79	49.18
63426	damage	bot-788	bravo	bot-820	alpha	five_seven	bullet	20.00	80.00	-2.65	-1.14	-26.20	-22.11	31.53
63543	damage	bot-783	bravo	bot-817	alpha	cz_805_bren	bullet	24.00	29.68	2.43	-0.10	-29.47	-18.24	36.70
63584	damage	bot-788	bravo	bot-820	alpha	five_seven	bullet	20.00	60.00	-2.59	-1.13	-26.20	-22.11	31.58
63608	damage	bot-785	bravo	bot-820	alpha	cz_805_bren	bullet	24.00	36.00	-4.90	-3.93	-26.25	-22.15	28.06
63663	damage	bot-783	bravo	bot-817	alpha	cz_805_bren	bullet	24.00	5.68	2.43	-0.10	-29.70	-18.84	37.20
63695	kill	bot-782	bravo	bot-817	alpha	cz_805_bren	bullet	24.00	0.00	1.29	-0.21	-29.75	-18.97	36.27
63723	damage	bot-785	bravo	bot-820	alpha	cz_805_bren	bullet	24.00	12.00	-4.90	-3.93	-26.39	-22.27	28.25
63858	damage	bot-820	alpha	bot-785	bravo	cz_805_bren	bullet	24.00	73.16	-26.56	-22.42	-4.90	-3.93	28.48
63883	kill	bot-785	bravo	bot-820	alpha	cz_805_bren	bullet	24.00	0.00	-4.90	-3.93	-26.67	-22.50	28.61
64146	damage	bot-831	bravo	bot-738	alpha	cz_805_bren	bullet	24.00	48.02	27.30	-18.16	6.25	-14.84	21.30
64252	damage	bot-753	alpha	bot-831	bravo	m24	bullet	95.00	5.00	-2.35	16.92	27.31	-18.15	45.93
64321	damage	bot-831	bravo	bot-738	alpha	cz_805_bren	bullet	24.00	24.02	27.41	-18.07	6.05	-14.63	21.64
64810	damage	bot-730	alpha	bot-822	bravo	five_seven	bullet	20.00	48.67	-144.19	-17.33	-144.14	-32.94	15.61
64877	damage	bot-798	alpha	bot-816	bravo	cz_805_bren	bullet	24.00	48.07	-145.83	16.90	-147.07	-32.56	49.47
65085	damage	bot-810	bravo	bot-706	alpha	cz_805_bren	bullet	24.00	49.09	-145.35	-38.48	-135.98	-24.95	16.46
65199	damage	bot-810	bravo	bot-706	alpha	cz_805_bren	bullet	24.00	25.09	-145.37	-38.46	-135.81	-24.70	16.75
65221	damage	bot-831	bravo	bot-738	alpha	cz_805_bren	bullet	24.00	0.02	31.25	-16.29	3.48	-12.14	28.08
65298	damage	bot-706	alpha	bot-822	bravo	five_seven	bullet	20.00	37.57	-135.63	-24.35	-144.12	-32.97	12.10
65357	damage	bot-738	alpha	bot-782	bravo	five_seven	bullet	20.00	51.86	3.26	-11.92	0.85	-1.21	10.98
65476	damage	bot-706	alpha	bot-822	bravo	five_seven	bullet	20.00	20.61	-134.93	-23.71	-144.10	-32.97	13.03
65529	damage	bot-730	alpha	bot-822	bravo	five_seven	bullet	20.00	1.60	-143.96	-17.54	-144.10	-32.97	15.43
65529	damage	bot-738	alpha	bot-782	bravo	five_seven	bullet	20.00	31.86	2.88	-11.54	0.68	-0.34	11.41
65697	kill	bot-730	alpha	bot-822	bravo	five_seven	bullet	20.00	0.00	-143.95	-17.52	-144.09	-32.98	15.46
65967	damage	bot-738	alpha	bot-761	bravo	five_seven	bullet	20.00	68.54	1.73	-10.29	-3.32	-3.42	8.52
66126	damage	bot-738	alpha	bot-761	bravo	five_seven	bullet	20.00	48.54	1.43	-10.01	-3.56	-3.53	8.18
66330	damage	bot-738	alpha	bot-761	bravo	five_seven	bullet	20.00	28.54	0.67	-9.33	-4.29	-3.24	7.86
66330	kill	bot-782	bravo	bot-738	alpha	cz_805_bren	bullet	24.00	0.00	-2.29	2.10	0.54	-9.22	11.66
66491	damage	bot-798	alpha	bot-829	bravo	cz_805_bren	bullet	24.00	76.00	-145.82	15.65	-142.41	-31.78	47.55
66646	damage	bot-798	alpha	bot-829	bravo	cz_805_bren	bullet	24.00	52.00	-145.82	15.65	-142.42	-31.80	47.57
66786	damage	bot-798	alpha	bot-829	bravo	cz_805_bren	bullet	24.00	28.00	-145.82	15.65	-142.48	-31.91	47.68
66924	damage	bot-798	alpha	bot-829	bravo	cz_805_bren	bullet	24.00	4.00	-145.82	15.65	-142.64	-32.23	47.99
67441	kill	bot-785	bravo	bot-825	alpha	cz_805_bren	bullet	24.00	0.00	-6.52	-5.49	-29.28	-20.08	27.04
67791	damage	bot-806	alpha	bot-816	bravo	cz_805_bren	bullet	24.00	30.19	-147.90	-17.71	-146.85	-41.10	23.42
67927	damage	bot-806	alpha	bot-816	bravo	cz_805_bren	bullet	24.00	6.19	-147.90	-17.71	-146.90	-41.65	23.96
68013	damage	bot-730	alpha	bot-818	bravo	five_seven	bullet	20.00	52.73	-142.25	-18.99	-143.59	-35.21	16.28
68058	kill	bot-806	alpha	bot-816	bravo	cz_805_bren	bullet	24.00	0.00	-147.90	-17.71	-146.53	-42.02	24.35
68176	damage	bot-730	alpha	bot-818	bravo	five_seven	bullet	20.00	32.73	-142.25	-18.98	-143.17	-34.83	15.88
68200	damage	bot-800	alpha	bot-818	bravo	five_seven	bullet	20.00	12.73	-140.11	-19.33	-143.10	-34.77	15.72
68245	kill	bot-814	alpha	bot-818	bravo	cz_805_bren	bullet	24.00	0.00	-143.36	-17.55	-142.99	-34.65	17.11
69218	damage	bot-730	alpha	bot-833	bravo	five_seven	bullet	20.00	80.00	-142.26	-19.12	-143.92	-32.22	13.21
69285	damage	bot-811	alpha	bot-833	bravo	five_seven	bullet	20.00	60.00	-144.33	-17.87	-143.74	-32.05	14.19
69453	damage	bot-811	alpha	bot-833	bravo	five_seven	bullet	20.00	40.00	-144.33	-17.84	-143.28	-31.62	13.82
69486	kill	bot-798	alpha	bot-829	bravo	cz_805_bren	bullet	24.00	0.00	-145.78	13.45	-139.02	-34.61	48.53
69741	damage	bot-806	alpha	bot-833	bravo	cz_805_bren	bullet	24.00	16.00	-146.57	-17.99	-142.49	-30.87	13.51
69863	kill	bot-811	alpha	bot-833	bravo	five_seven	bullet	20.00	0.00	-144.33	-17.81	-142.21	-30.56	12.93
70323	damage	bot-730	alpha	bot-810	bravo	five_seven	bullet	20.00	18.07	-142.34	-19.85	-139.01	-35.00	15.52
70367	kill	bot-811	alpha	bot-810	bravo	five_seven	bullet	20.00	0.00	-144.20	-18.12	-138.93	-34.92	17.61
71291	damage	bot-830	alpha	bot-782	bravo	five_seven	bullet	20.00	52.27	-26.43	-29.43	-3.84	-0.14	36.99
71830	damage	bot-830	alpha	bot-782	bravo	five_seven	bullet	20.00	32.27	-26.29	-29.20	-2.37	1.25	38.72
71998	damage	bot-830	alpha	bot-782	bravo	five_seven	bullet	20.00	12.27	-26.29	-29.20	-1.75	1.84	39.56
72150	kill	bot-830	alpha	bot-782	bravo	five_seven	bullet	20.00	0.00	-26.29	-29.20	-1.21	2.37	40.32
73781	damage	bot-830	alpha	bot-780	bravo	five_seven	bullet	20.00	50.43	-26.82	-26.49	-1.41	-0.80	36.13
74276	damage	bot-801	bravo	bot-835	alpha	five_seven	bullet	20.00	80.00	112.83	41.86	105.25	35.25	10.06
74276	damage	bot-835	alpha	bot-801	bravo	cz_805_bren	bullet	24.00	76.00	105.25	35.25	112.83	41.86	10.06
74406	damage	bot-835	alpha	bot-801	bravo	cz_805_bren	bullet	24.00	52.00	105.25	35.25	112.83	41.86	10.06
74427	damage	bot-801	bravo	bot-835	alpha	five_seven	bullet	20.00	60.00	112.83	41.86	105.25	35.25	10.06
74427	damage	bot-809	bravo	bot-835	alpha	cz_805_bren	bullet	24.00	36.00	124.10	46.04	105.25	35.25	21.72
74464	damage	bot-805	bravo	bot-835	alpha	cz_805_bren	bullet	24.00	12.00	122.46	45.72	105.20	35.20	20.22
74464	kill	bot-807	bravo	bot-835	alpha	five_seven	bullet	20.00	0.00	125.96	46.85	105.20	35.20	23.81
74584	damage	bot-830	alpha	bot-766	bravo	five_seven	bullet	20.00	62.68	-26.77	-26.10	-8.74	-9.17	24.73
75091	damage	bot-824	alpha	bot-765	bravo	five_seven	bullet	20.00	76.03	-33.48	-12.10	2.83	-5.65	36.88
75234	damage	bot-765	bravo	bot-823	alpha	cz_805_bren	bullet	24.00	48.41	2.91	-5.67	-35.77	-13.20	39.41
75355	damage	bot-765	bravo	bot-823	alpha	cz_805_bren	bullet	24.00	24.41	2.91	-5.67	-35.92	-13.05	39.53
78846	damage	bot-836	alpha	bot-801	bravo	cz_805_bren	bullet	24.00	48.32	108.66	35.34	108.60	38.65	3.31
78983	damage	bot-836	alpha	bot-801	bravo	cz_805_bren	bullet	24.00	24.32	109.07	34.92	109.06	39.09	4.17
79101	damage	bot-836	alpha	bot-801	bravo	cz_805_bren	bullet	24.00	0.32	109.47	34.53	109.44	39.45	4.92
79221	kill	bot-836	alpha	bot-801	bravo	cz_805_bren	bullet	24.00	0.00	109.84	34.17	109.80	39.80	5.64
79245	damage	bot-830	alpha	bot-783	bravo	five_seven	bullet	20.00	52.94	-34.03	-33.41	-5.47	-6.76	39.07
79426	damage	bot-809	bravo	bot-836	alpha	cz_805_bren	bullet	24.00	76.00	115.89	42.06	109.46	33.74	10.52
79452	damage	bot-807	bravo	bot-836	alpha	five_seven	bullet	20.00	56.00	116.57	43.18	109.38	33.68	11.92
79527	damage	bot-836	alpha	bot-803	bravo	cz_805_bren	bullet	24.00	76.00	109.62	33.43	114.82	34.96	5.42
79553	damage	bot-809	bravo	bot-836	alpha	cz_805_bren	bullet	24.00	32.00	115.89	42.06	109.70	33.35	10.69
79578	damage	bot-808	bravo	bot-836	alpha	cz_805_bren	bullet	24.00	8.00	114.00	39.24	109.78	33.27	7.31
79603	kill	bot-807	bravo	bot-836	alpha	five_seven	bullet	20.00	0.00	116.57	43.18	109.86	33.19	12.03
82676	damage	bot-788	bravo	bot-830	alpha	five_seven	bullet	20.00	63.73	-14.85	-14.76	-32.34	-31.42	24.15
84043	damage	bot-830	alpha	bot-783	bravo	five_seven	bullet	20.00	54.84	-31.91	-31.13	-4.65	-2.47	39.56
84184	damage	bot-830	alpha	bot-783	bravo	five_seven	bullet	20.00	34.84	-31.91	-31.13	-4.87	-2.25	39.57
84277	damage	bot-838	alpha	bot-807	bravo	five_seven	bullet	20.00	80.00	111.42	46.49	122.75	40.25	12.93
84299	damage	bot-828	alpha	bot-831	bravo	cz_805_bren	bullet	24.00	48.20	-5.34	-30.85	19.60	-14.69	29.73
84329	damage	bot-830	alpha	bot-783	bravo	five_seven	bullet	20.00	14.84	-31.91	-31.14	-5.08	-2.04	39.58
84413	damage	bot-828	alpha	bot-831	bravo	cz_805_bren	bullet	24.00	24.20	-5.34	-30.85	19.95	-14.34	30.20
84437	damage	bot-838	alpha	bot-807	bravo	five_seven	bullet	20.00	60.00	111.42	46.49	122.75	40.25	12.93
84486	kill	bot-830	alpha	bot-783	bravo	five_seven	bullet	20.00	0.00	-31.91	-31.14	-5.30	-1.82	39.59
84539	damage	bot-828	alpha	bot-831	bravo	cz_805_bren	bullet	24.00	0.20	-5.35	-30.85	20.32	-13.98	30.71
84565	damage	bot-807	bravo	bot-838	alpha	five_seven	bullet	20.00	80.00	122.89	40.16	111.42	46.49	13.10
84587	damage	bot-838	alpha	bot-807	bravo	five_seven	bullet	20.00	40.00	111.42	46.49	122.96	40.11	13.17
84651	kill	bot-828	alpha	bot-831	bravo	cz_805_bren	bullet	24.00	0.00	-5.35	-30.85	20.70	-13.59	31.25
84676	damage	bot-839	bravo	bot-828	alpha	cz_805_bren	bullet	24.00	76.00	24.85	-16.74	-5.35	-30.85	33.34
84787	damage	bot-839	bravo	bot-828	alpha	cz_805_bren	bullet	24.00	52.00	24.85	-16.74	-5.35	-30.85	33.34
84920	damage	bot-839	bravo	bot-828	alpha	cz_805_bren	bullet	24.00	28.00	24.85	-16.73	-5.58	-30.84	33.54
85044	damage	bot-839	bravo	bot-828	alpha	cz_805_bren	bullet	24.00	4.00	24.85	-16.73	-5.88	-30.83	33.81
85141	damage	bot-830	alpha	bot-780	bravo	five_seven	bullet	20.00	52.26	-31.91	-31.15	-4.94	-1.99	39.72
85167	kill	bot-839	bravo	bot-828	alpha	cz_805_bren	bullet	24.00	0.00	24.85	-16.73	-6.51	-30.82	34.38
85292	damage	bot-830	alpha	bot-780	bravo	five_seven	bullet	20.00	32.26	-31.91	-31.15	-5.15	-1.76	39.75
85455	damage	bot-830	alpha	bot-780	bravo	five_seven	bullet	20.00	12.26	-31.91	-31.15	-5.32	-1.57	39.77
